Timestamp,"Do you currently work as a psychological scientist (i.e., conduct psychological research or teach psychology/psychological science at a university or research institute)? ",What is your highest completed university-level education in psychology/psychological science? ,Which option best describes the subfield you currently work in most of the time?,1. How common is this phenomenon in your subfield today?,1. How common is this phenomenon in psychological science in general today?,"1. If this occurs, how harmful is this phenomenon for psychological science?  ",2. How common is this phenomenon in your subfield today?,2. How common is this phenomenon in psychological science in general today?,"2. If this occurs, how harmful is this phenomenon for psychological science?  ",3. How common is this phenomenon in your subfield today?,3. How common is this phenomenon in psychological science in general today?,"3. If this occurs, how harmful is this phenomenon for psychological science?  ",4. How common is this phenomenon in your subfield today?,4. How common is this phenomenon in psychological science in general today?,"4. If this occurs, how harmful is this phenomenon for psychological science?  ",5. How common is this phenomenon in your subfield today?,5. How common is this phenomenon in psychological science in general today?,"5. If this occurs, how harmful is this phenomenon for psychological science?  ",6. How common is this phenomenon in your subfield today?,6. How common is this phenomenon in psychological science in general today?,"6. If this occurs, how harmful is this phenomenon for psychological science?  ",7. How common is this phenomenon in your subfield today?,7. How common is this phenomenon in psychological science in general today?,"7. If this occurs, how harmful is this phenomenon for psychological science?  ",8. How common is this phenomenon in your subfield today?,8. How common is this phenomenon in psychological science in general today?,"8. If this occurs, how harmful is this phenomenon for psychological science?  ",9. How common is this phenomenon in your subfield today?,9. How common is this phenomenon in psychological science in general today?,"9. If this occurs, how harmful is this phenomenon for psychological science?  ",How common is this phenomenon in your subfield today?,10. How common is this phenomenon in psychological science in general today?,"10. If this occurs, how harmful is this phenomenon for psychological science?  ",11. How common is this phenomenon in your subfield today?,11. How common is this phenomenon in psychological science in general today?,"11. If this occurs, how harmful is this phenomenon for psychological science?  ",12. How common is this phenomenon in your subfield today?,12. How common is this phenomenon in psychological science in general today?,"12. If this occurs, how harmful is this phenomenon for psychological science?  ",13. How common is this phenomenon in your subfield today?,13. How common is this phenomenon in psychological science in general today?,"13. If this occurs, how harmful is this phenomenon for psychological science?  ",1. To what extent do you agree that insufficient theory development contributes to this phenomenon?  ,"1. Assuming this phenomenon occurs, how large is the causal contribution of insufficient theory development?  ",2. To what extent do you agree that insufficient theory development contributes to this phenomenon?  ,"2. Assuming this phenomenon occurs, how large is the causal contribution of insufficient theory development?  ",3. To what extent do you agree that insufficient theory development contributes to this phenomenon?  ,"3. Assuming this phenomenon occurs, how large is the causal contribution of insufficient theory development?  ",4. To what extent do you agree that insufficient theory development contributes to this phenomenon?  ,"4. Assuming this phenomenon occurs, how large is the causal contribution of insufficient theory development?  ",5. To what extent do you agree that insufficient theory development contributes to this phenomenon?  ,"5. Assuming this phenomenon occurs, how large is the causal contribution of insufficient theory development?  "
5/19/2026 17:05:10,"Yes, primarily",Psychology PhD or equivalent,Social psychology,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,4.0,5.0,2.0,3.0,5.0,6.0,6.0,2.0,4.0,4.0,7.0,3.0,3.0,6.0,3.0,3.0,5.0,2.0,2.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,4.0,4.0,3.0,3.0,5.0,3.0,5.0,3.0,5.0,3.0
5/19/2026 21:51:00,"Yes, primarily",Psychology PhD or equivalent,Personality / individual differences,6.0,5.0,2.0,5.0,5.0,4.0,7.0,7.0,5.0,3.0,4.0,4.0,4.0,7.0,7.0,3.0,4.0,2.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,2.0,6.0,6.0,6.0,4.0,6.0,6.0,3.0,6.0,6.0,5.0,5.0,3.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,2.0
5/20/2026 9:56:51,"Yes, primarily",Psychology PhD or equivalent,Social psychology,5.0,5.0,7.0,7.0,7.0,7.0,5.0,5.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,4.0,2.0,2.0,4.0,1.0,7.0,6.0,7.0,7.0,4.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0
5/20/2026 11:20:07,"Yes, partly",Psychology PhD or equivalent,Social psychology,5.0,5.0,4.0,5.0,6.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,6.0,7.0,5.0,7.0,7.0,5.0,6.0,6.0,4.0,5.0,6.0,5.0,5.0,5.0,4.0,6.0,6.0,5.0,4.0,5.0,5.0,7.0,7.0,5.0,6.0,7.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0
5/20/2026 12:49:49,"Yes, primarily",Psychology PhD or equivalent,Organizational psychology,4.0,3.0,5.0,5.0,4.0,6.0,6.0,5.0,2.0,5.0,5.0,4.0,4.0,3.0,5.0,6.0,6.0,4.0,2.0,2.0,3.0,6.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,6.0,7.0,4.0,3.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,4.0
5/20/2026 14:08:17,"Yes, primarily",Psychology PhD or equivalent,Organizational psychology,4.0,6.0,7.0,7.0,6.0,7.0,3.0,5.0,7.0,4.0,5.0,7.0,3.0,3.0,5.0,7.0,5.0,4.0,7.0,7.0,4.0,5.0,5.0,4.0,5.0,5.0,2.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,4.0,5.0,6.0,6.0,6.0,7.0,7.0,2.0,6.0
5/20/2026 22:02:32,"Yes, primarily",Psychology BA/BSc (major) or equivalent,Social psychology,7.0,6.0,4.0,6.0,4.0,6.0,7.0,7.0,2.0,6.0,4.0,6.0,5.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,2.0,5.0,6.0,3.0,7.0,5.0,2.0,7.0,6.0,6.0,7.0,7.0,6.0,5.0,6.0,5.0,7.0,7.0,5.0,2.0,2.0,7.0,5.0,2.0,2.0,7.0,5.0,6.0,4.0
5/21/2026 23:50:49,"Yes, primarily",Psychology MA/MSc or equivalent,Social psychology,2.0,5.0,6.0,5.0,5.0,7.0,1.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,4.0,4.0,5.0,2.0,2.0,3.0,7.0,7.0,7.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,7.0,6.0,7.0,3.0,4.0,4.0,5.0,4.0,3.0,2.0,1.0,1.0,4.0,4.0,3.0,5.0
5/22/2026 6:23:37,"Yes, primarily",Psychology PhD or equivalent,Social psychology,1.0,,5.0,6.0,,4.0,4.0,,3.0,1.0,,7.0,5.0,,2.0,4.0,,4.0,7.0,,1.0,6.0,,2.0,,,,6.0,,4.0,2.0,,3.0,7.0,,7.0,7.0,,4.0,2.0,2.0,5.0,5.0,2.0,2.0,7.0,7.0,1.0,1.0
5/22/2026 7:47:22,"Yes, primarily",Psychology PhD or equivalent,Social psychology,5.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,3.0,3.0,6.0,6.0,6.0,6.0,2.0,2.0,3.0,2.0,2.0,2.0,5.0,6.0,5.0,6.0,6.0,4.0,6.0,6.0,5.0,6.0,6.0,6.0,7.0,6.0,6.0,5.0,6.0,5.0,5.0,4.0,6.0,5.0,6.0,5.0,6.0,4.0,2.0,2.0
5/22/2026 8:57:21,"Yes, primarily",Psychology MA/MSc or equivalent,Social psychology,5.0,4.0,5.0,6.0,5.0,5.0,4.0,3.0,3.0,4.0,4.0,6.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,5.0,4.0,5.0,6.0,6.0,5.0,7.0,6.0,5.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,7.0,6.0,5.0,6.0
5/22/2026 9:30:24,"Yes, primarily",Psychology PhD or equivalent,Social psychology,5.0,5.0,6.0,5.0,5.0,6.0,1.0,4.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,2.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,3.0,3.0,5.0,5.0,6.0,6.0,7.0,7.0,5.0,4.0
5/22/2026 9:31:56,"Yes, primarily",Psychology MA/MSc or equivalent,Social psychology,7.0,6.0,5.0,6.0,6.0,6.0,7.0,7.0,4.0,3.0,3.0,6.0,5.0,5.0,5.0,7.0,7.0,3.0,4.0,4.0,4.0,5.0,5.0,6.0,5.0,5.0,5.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,5.0,4.0,4.0
5/22/2026 10:24:57,"Yes, primarily",Psychology PhD or equivalent,Social psychology,7.0,7.0,7.0,5.0,5.0,7.0,7.0,6.0,3.0,4.0,3.0,5.0,7.0,7.0,7.0,7.0,5.0,3.0,6.0,7.0,4.0,7.0,7.0,7.0,5.0,6.0,5.0,7.0,7.0,7.0,6.0,6.0,5.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,6.0,7.0
5/22/2026 11:04:18,"Yes, primarily",Psychology PhD or equivalent,Social psychology,6.0,6.0,5.0,6.0,6.0,6.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,6.0,6.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,7.0,7.0,4.0,4.0,6.0,5.0,7.0,7.0
5/22/2026 11:14:19,"Yes, primarily",Psychology PhD or equivalent,Social psychology,7.0,5.0,6.0,7.0,5.0,7.0,7.0,6.0,4.0,6.0,7.0,7.0,5.0,5.0,5.0,7.0,6.0,4.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,6.0,6.0,4.0,4.0,5.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,5.0,3.0,1.0,1.0,7.0,7.0,5.0,5.0,4.0,4.0
5/22/2026 11:54:10,"Yes, primarily",Psychology PhD or equivalent,Social psychology,6.0,6.0,4.0,6.0,6.0,5.0,6.0,6.0,4.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,4.0,3.0,5.0,6.0,3.0,2.0,1.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,6.0,4.0,7.0,5.0,7.0,6.0,4.0,4.0,7.0,6.0,4.0,4.0
5/22/2026 12:06:31,"Yes, primarily",Psychology PhD or equivalent,Social psychology,6.0,5.0,5.0,7.0,5.0,5.0,7.0,6.0,4.0,6.0,5.0,5.0,7.0,6.0,7.0,6.0,5.0,4.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,5.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,5.0,5.0,7.0,6.0,5.0,4.0
5/22/2026 12:13:13,"Yes, primarily",Psychology PhD or equivalent,Social psychology,4.0,4.0,4.0,6.0,6.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.0,6.0,6.0,3.0,3.0,4.0,4.0,6.0,6.0
5/22/2026 12:35:28,"Yes, primarily",Psychology PhD or equivalent,Social psychology,5.0,3.0,6.0,3.0,3.0,6.0,3.0,2.0,4.0,2.0,2.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,6.0,2.0,3.0,4.0,6.0,5.0,6.0,6.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,7.0,5.0
5/22/2026 12:56:58,"Yes, primarily",Psychology MA/MSc or equivalent,Social psychology,5.0,4.0,4.0,6.0,6.0,6.0,3.0,3.0,6.0,5.0,5.0,7.0,4.0,3.0,5.0,6.0,6.0,3.0,5.0,5.0,2.0,5.0,6.0,5.0,5.0,5.0,3.0,6.0,7.0,6.0,5.0,5.0,6.0,6.0,7.0,7.0,3.0,3.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,3.0,5.0,2.0
5/22/2026 13:57:17,"Yes, primarily",Psychology PhD or equivalent,Social psychology,5.0,4.0,6.0,2.0,4.0,5.0,2.0,3.0,4.0,5.0,4.0,6.0,6.0,6.0,6.0,3.0,3.0,4.0,2.0,3.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,2.0,3.0,4.0,2.0,4.0,4.0,5.0,6.0,6.0,5.0,5.0,5.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0
5/22/2026 15:04:25,"Yes, primarily",Psychology PhD or equivalent,Cognitive psychology / cognitive science,5.0,3.0,2.0,2.0,2.0,5.0,5.0,4.0,3.0,2.0,2.0,2.0,5.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,6.0,6.0,5.0,3.0,4.0,5.0,2.0,2.0,6.0,6.0,6.0,6.0,3.0,2.0,6.0,2.0,3.0,5.0,5.0,2.0,2.0,5.0,5.0,5.0,5.0
5/23/2026 2:45:40,"Yes, partly",Psychology PhD or equivalent,Cognitive psychology / cognitive science,5.0,5.0,5.0,6.0,6.0,4.0,6.0,6.0,4.0,5.0,5.0,6.0,5.0,5.0,6.0,7.0,7.0,4.0,7.0,7.0,4.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,5.0,6.0,4.0,6.0,5.0,6.0,7.0,5.0,5.0
5/23/2026 13:49:51,"Yes, primarily",Psychology PhD or equivalent,Social psychology,6.0,7.0,7.0,7.0,7.0,7.0,4.0,5.0,6.0,5.0,6.0,5.0,7.0,7.0,7.0,4.0,3.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,2.0,7.0,6.0,7.0,4.0,7.0,6.0,6.0,7.0
5/24/2026 10:58:30,"Yes, primarily",Psychology PhD or equivalent,Social psychology,6.0,5.0,5.0,7.0,5.0,4.0,7.0,7.0,1.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,7.0,1.0,7.0,7.0,1.0,5.0,6.0,5.0,7.0,7.0,1.0,7.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,6.0,7.0,7.0,4.0,5.0,4.0,6.0,5.0,6.0,6.0,7.0,7.0,5.0,4.0
5/24/2026 16:36:10,"Yes, primarily",Psychology PhD or equivalent,Personality / individual differences,6.0,6.0,3.0,4.0,5.0,4.0,6.0,6.0,3.0,6.0,6.0,4.0,5.0,5.0,6.0,5.0,6.0,3.0,4.0,4.0,3.0,5.0,6.0,5.0,5.0,5.0,4.0,7.0,7.0,6.0,5.0,6.0,5.0,7.0,7.0,7.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0
5/24/2026 17:09:56,"Yes, primarily",Psychology BA/BSc (major) or equivalent,Personality / individual differences,7.0,5.0,6.0,6.0,5.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,4.0,5.0,6.0,5.0,6.0,5.0,5.0,4.0,6.0,6.0,6.0,7.0,6.0,7.0,5.0,6.0,6.0,6.0,5.0,6.0,4.0,4.0,6.0,6.0,6.0,6.0,2.0,2.0,7.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0
5/24/2026 20:44:11,"Yes, primarily",Psychology PhD or equivalent,Social psychology,7.0,6.0,6.0,7.0,6.0,5.0,7.0,6.0,6.0,7.0,6.0,5.0,6.0,5.0,5.0,7.0,7.0,4.0,7.0,7.0,4.0,6.0,6.0,5.0,6.0,6.0,5.0,7.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,6.0,6.0,6.0,4.0,2.0,2.0,5.0,4.0,4.0,5.0,4.0,4.0,1.0,1.0
5/25/2026 2:42:24,"Yes, primarily",Psychology PhD or equivalent,Behavior Analysis,2.0,7.0,7.0,3.0,7.0,7.0,1.0,6.0,5.0,2.0,6.0,7.0,2.0,7.0,7.0,2.0,5.0,5.0,3.0,6.0,4.0,4.0,7.0,7.0,3.0,4.0,7.0,5.0,5.0,3.0,1.0,6.0,7.0,4.0,7.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,2.0,7.0,7.0,7.0,7.0,2.0,4.0
5/25/2026 3:14:01,"Yes, primarily",Psychology PhD or equivalent,Developmental psychology,6.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,4.0,6.0,6.0,5.0,6.0,6.0,6.0,,4.0,4.0,1.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,4.0,5.0,5.0,6.0,6.0,4.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,3.0,2.0
5/25/2026 3:48:05,"Yes, primarily",Psychology PhD or equivalent,Cognitive psychology / cognitive science,5.0,7.0,5.0,5.0,6.0,6.0,3.0,5.0,6.0,4.0,4.0,6.0,5.0,6.0,5.0,4.0,7.0,4.0,3.0,5.0,3.0,4.0,4.0,2.0,4.0,6.0,4.0,3.0,4.0,3.0,5.0,6.0,5.0,4.0,7.0,6.0,5.0,6.0,6.0,7.0,4.0,7.0,7.0,1.0,1.0,1.0,1.0,7.0,7.0
5/25/2026 5:37:52,"Yes, partly",Psychology MA/MSc or equivalent,Personality / individual differences,5.0,5.0,5.0,5.0,5.0,5.0,4.0,7.0,3.0,7.0,6.0,5.0,3.0,5.0,5.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,6.0,4.0,5.0,5.0,3.0,6.0,6.0,5.0,5.0,5.0,5.0,2.0,2.0,3.0,7.0,7.0,7.0,3.0,2.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0,1.0
5/25/2026 6:04:25,"Yes, primarily",Psychology PhD or equivalent,Personality / individual differences,6.0,6.0,5.0,6.0,5.0,4.0,5.0,4.0,4.0,5.0,6.0,5.0,6.0,6.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,3.0,3.0
5/25/2026 6:19:08,"Yes, primarily",Psychology PhD or equivalent,Developmental psychology,5.0,4.0,5.0,6.0,5.0,6.0,7.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,4.0,4.0,4.0,3.0,5.0,3.0,6.0,6.0,5.0,3.0,5.0,5.0,7.0,6.0,6.0,5.0,5.0,5.0,3.0,3.0,6.0,5.0,2.0,2.0,6.0,5.0,6.0,5.0
5/25/2026 7:33:24,"Yes, primarily",Psychology PhD or equivalent,Educational psychology / pedagogy,6.0,6.0,5.0,4.0,5.0,6.0,7.0,6.0,5.0,4.0,4.0,5.0,6.0,6.0,7.0,7.0,7.0,4.0,,,,5.0,5.0,6.0,5.0,4.0,3.0,4.0,4.0,3.0,6.0,6.0,5.0,6.0,6.0,6.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,3.0,2.0,4.0,4.0,1.0,1.0
5/25/2026 7:59:14,"Yes, partly",Psychology PhD or equivalent,Clinical psychology / mental health,2.0,5.0,5.0,2.0,4.0,6.0,3.0,3.0,3.0,4.0,5.0,5.0,6.0,5.0,6.0,4.0,4.0,4.0,6.0,4.0,4.0,7.0,5.0,6.0,7.0,7.0,7.0,7.0,5.0,6.0,5.0,2.0,4.0,6.0,6.0,6.0,6.0,4.0,5.0,7.0,5.0,5.0,5.0,4.0,4.0,7.0,5.0,5.0,4.0
5/25/2026 8:21:02,"Yes, primarily",Psychology MA/MSc or equivalent,Social psychology,6.0,7.0,5.0,5.0,6.0,6.0,4.0,5.0,4.0,5.0,6.0,5.0,7.0,7.0,7.0,3.0,4.0,5.0,5.0,5.0,3.0,6.0,6.0,6.0,4.0,5.0,5.0,6.0,7.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,4.0,6.0,6.0,7.0,5.0,6.0,5.0,2.0,3.0,5.0,6.0,5.0,6.0
5/25/2026 8:26:22,"Yes, primarily",Psychology PhD or equivalent,Social psychology,7.0,7.0,4.0,7.0,7.0,4.0,7.0,7.0,7.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,7.0,7.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0
5/25/2026 8:37:38,"Yes, primarily",Psychology PhD or equivalent,Cognitive psychology / cognitive science,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,5.0,6.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,6.0,7.0,7.0,5.0,5.0,5.0,5.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,5.0,6.0
5/25/2026 9:09:07,No,Psychology BA/BSc (major) or equivalent,Clinical psychology / mental health,7.0,7.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,4.0,7.0,7.0,7.0,4.0,4.0,3.0,6.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,6.0,4.0,4.0,6.0,7.0,7.0,7.0,2.0,2.0,6.0,6.0,6.0,5.0,6.0,6.0,3.0,3.0
5/25/2026 9:37:12,"Yes, primarily",Psychology PhD or equivalent,Developmental psychology,4.0,4.0,4.0,6.0,5.0,6.0,6.0,6.0,5.0,3.0,3.0,7.0,2.0,3.0,6.0,5.0,4.0,3.0,7.0,7.0,3.0,6.0,6.0,4.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,3.0,6.0,6.0,3.0,6.0,4.0,3.0,2.0,5.0
5/25/2026 10:05:30,"Yes, primarily",Psychology MA/MSc or equivalent,Social psychology,6.0,6.0,6.0,7.0,6.0,6.0,7.0,3.0,3.0,7.0,7.0,5.0,6.0,5.0,6.0,4.0,5.0,3.0,6.0,6.0,4.0,7.0,5.0,3.0,6.0,5.0,5.0,7.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,4.0,7.0,7.0,7.0,6.0,6.0,5.0,4.0,6.0
5/25/2026 10:29:35,"Yes, primarily",Psychology PhD or equivalent,Personality / individual differences,5.0,5.0,6.0,6.0,6.0,6.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
5/25/2026 10:55:39,"Yes, primarily",Psychology PhD or equivalent,Cognitive psychology / cognitive science,4.0,6.0,4.0,5.0,5.0,5.0,3.0,6.0,5.0,5.0,5.0,3.0,4.0,3.0,5.0,2.0,5.0,5.0,2.0,2.0,2.0,4.0,4.0,4.0,6.0,3.0,3.0,5.0,7.0,6.0,7.0,7.0,5.0,5.0,7.0,7.0,6.0,7.0,6.0,2.0,2.0,6.0,5.0,2.0,4.0,5.0,6.0,6.0,3.0
5/25/2026 11:07:40,"Yes, primarily","Degree in another field, but psychology minor/substantial coursework",Cognitive psychology / cognitive science,6.0,5.0,5.0,3.0,4.0,5.0,5.0,6.0,3.0,3.0,4.0,5.0,4.0,4.0,6.0,6.0,7.0,3.0,6.0,4.0,2.0,7.0,3.0,4.0,3.0,3.0,5.0,6.0,6.0,4.0,7.0,5.0,5.0,7.0,5.0,6.0,6.0,6.0,5.0,3.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,5.0,3.0
5/25/2026 11:29:39,"Yes, primarily",Psychology PhD or equivalent,Clinical psychology / mental health,4.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,6.0,5.0,5.0,7.0,6.0,4.0,5.0,6.0,4.0,4.0,3.0,4.0,3.0,5.0,6.0,5.0,4.0,4.0,4.0,3.0,6.0,6.0,5.0,4.0,5.0,6.0,6.0,6.0,7.0,7.0,7.0,3.0,3.0,3.0,3.0,5.0,5.0,2.0,2.0,2.0,2.0
5/25/2026 12:00:08,"Yes, primarily",Psychology PhD or equivalent,Social psychology,6.0,6.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,3.0,4.0,4.0,5.0,2.0,2.0,3.0,5.0,5.0,6.0,5.0,5.0,4.0,7.0,7.0,5.0,6.0,6.0,5.0,7.0,7.0,6.0,7.0,7.0,7.0,3.0,3.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0
5/25/2026 12:11:47,"Yes, primarily",Psychology PhD or equivalent,Biological psychology,5.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,5.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,1.0,2.0,3.0,1.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,2.0,4.0,4.0,6.0,3.0,4.0,4.0,5.0,5.0
5/25/2026 14:01:45,"Yes, primarily",Psychology PhD or equivalent,Developmental psychology,6.0,7.0,6.0,7.0,7.0,6.0,2.0,5.0,3.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,6.0,6.0,5.0,4.0,7.0,6.0,5.0,6.0,5.0,6.0,3.0,5.0,3.0,3.0,2.0,7.0,5.0,4.0,3.0
5/25/2026 14:32:57,"Yes, partly",Habilitation,Cognitive psychology / cognitive science,7.0,7.0,5.0,7.0,7.0,5.0,4.0,4.0,4.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,5.0,4.0,4.0,4.0,7.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,6.0,7.0,7.0,4.0,5.0,2.0,6.0,2.0,4.0,2.0,5.0,2.0,5.0,2.0
5/25/2026 15:03:57,"Yes, primarily",Psychology PhD or equivalent,Social psychology,5.0,5.0,3.0,6.0,6.0,2.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,4.0,4.0,4.0,7.0,7.0,5.0,7.0,7.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0
